SMILES,Activity probability,Cytotoxicity probability,PPB fraction,SA score,Max similarity,Closest known molecule,Neutral SMILES
CN(C)CCC(=O)[N-]C(Cc1cccs1)C(=O)[O-],0.000238651,0.207845122,0.325649,4.24,0.58,C1(=O)N(C(=O)CC(C)CC(C)(C)C)C(CCSC)C(=O)C1=C(NC(C)CCCN(CC)CC)CCCCC,CN(C)CCC(=O)NC(Cc1cccs1)C(=O)O
CSc1ccc2c(C(O)C[NH+](C)C)coc2c1,0.000238384,0.324058712,0.3021106,4.19,0.52,c1cccc2c1c(CCNC(C(=O)CC(C)C)=O)cn2C,CSc1ccc2c(C(O)CN(C)C)coc2c1
COc1ccccc1C(=O)NCc1ccc([N+](=O)[O-])cc1,0.00023776,0.733305097,0.9629192,1.61,0.72,[N+]([O-])(c1c(C=Nc2c(C(C)C)cccc2C(C)C)ccc(OC(C)=O)c1OC)=O,COc1ccccc1C(=O)NCc1ccc([N+](=O)[O-])cc1
CCOC1=CC(C)=C([O-])C2(C)C3=C(C)C(=O)C(C)=C(OC)C(=C12)C3=O,0.000237574,0.608032882,0.7388708,4.99,0.64,C1(=O)C(O)(C(=C)C=O)CC2(C)C(=C1)C=CC(OC(C=CC(C)=CC(C)CC)=O)C2C,CCOC1=CC(C)=C(O)C2(C)C3=C(C)C(=O)C(C)=C(OC)C(=C12)C3=O
CNC(=O)c1cn(Cc2noc(-c3ccc(OC)c(Cl)c3)n2)c2ccccc12,0.00023701,0.901922107,0.97694975,2.32,0.74,COc1ccc(C=Cc2c(N3C(=O)C4=Cc5c(ccc(Br)c5)OC4=NC3)c(C)no2)cc1,CNC(=O)c1cn(Cc2noc(-c3ccc(OC)c(Cl)c3)n2)c2ccccc12
COC(=O)c1sc(NC(=O)NC2C(=O)c3cc(C(=O)[N-]C(C)(C)C(=O)[O-])ccc3CCNCC2O)nc1C,0.000236983,0.915925264,0.74885565,4.83,0.74,C(C(NC(=O)NCCCN(C)c1c2nc(C(C)(C)C)ccc2cc(OC)c1)C(O)=O)c1cnc[nH]1,COC(=O)c1sc(NC(=O)NC2C(=O)c3cc(C(=O)NC(C)(C)C(=O)O)ccc3CCNCC2O)nc1C
CC(C)COc1nc(Nc2ccc(Cl)c(Cl)c2Cl)c(C#N)c(C(F)(F)c2nnn(C)n2)n1,0.000236776,0.791249275,0.96982217,3.42,0.68,c1c(Cl)cc(NC(Nc2n(-c3ccc(Br)cc3)nc(C(C)(C)C)c2)=O)cc1Cl,CC(C)COc1nc(Nc2ccc(Cl)c(Cl)c2Cl)c(C#N)c(C(F)(F)c2nnn(C)n2)n1
COC1=C(c2cccc(F)c2)C(=O)C(C)=C([O-])C1=O,0.000236502,0.43407616,0.7555471,2.91,0.67,c1c(O)c(C)c(O)c(Oc2c(C(=O)OC)c(C)c(Cl)c(O)c2)c1C(=CC)C,COC1=C(c2cccc(F)c2)C(=O)C(C)=C(O)C1=O
CC(C)(C)c1cc(C(N)C(C)(C)C)cc(C2CC2)c1[O-],0.000235853,0.364758253,0.8697549,3.6,0.49,C12C(C)(C)CCCC1(C)c1c(c(C(C)C)c(O)cc1)CC2,CC(C)(C)c1cc(C(N)C(C)(C)C)cc(C2CC2)c1O
COC1OOC2(C(=O)C34C(C2C3(C)O)C2(C)C(O)CCC(C)(C)C2C(O)C4(C)O)C1C(C)C,0.000235837,0.630370259,0.72917914,7.21,0.74,CC1(C)C2CCC3(O)C(C2(C)CCC1)C(=O)C1C(=C(C)C(=O)O1)C3O,COC1OOC2(C(=O)C34C(C2C3(C)O)C2(C)C(O)CCC(C)(C)C2C(O)C4(C)O)C1C(C)C
Cc1cc2c(c(=O)c3c1C(O)C(CO)CC3)CC(O)C(C)(C)O2,0.000235078,0.647626162,0.33036232,4.24,0.9,c12c(C=O)c(O)c(C(CC(C)C)=O)c(O)c1CC1CC3C(C)(C)C(C1(CCO)O2)C3,Cc1cc2c(c(=O)c3c1C(O)C(CO)CC3)CC(O)C(C)(C)O2
COCc1cc(CCSC(=Cc2ccccn2)C(=O)[O-])on1,0.000235033,0.479431093,0.7025367,3.31,0.57,C1OCCN(C(c2ccc(-c3cc(C4=C(N5CC5)C(=O)C=C(N5CC5)C4=O)no3)s2)=O)C1,COCc1cc(CCSC(=Cc2ccccn2)C(=O)O)on1
Cc1ccc(C2[NH2+]C(=S)Nc3cc4n(c(=O)c32)Cc2cc3c(cc2-4)OCO3)cc1C,0.000234971,0.904375553,0.9253893,4.0,0.64,c1(O)ccc(C=CCn2c(=O)c3c(sc4c3C(Cc3ccccc3)CC(C(C)C)C4)[nH]c2=O)cc1,Cc1ccc(C2NC(=S)Nc3cc4n(c(=O)c32)Cc2cc3c(cc2-4)OCO3)cc1C
Cc1ccc(S(=O)(=O)[N-]c2n[n-]c(C)c2-c2ccc3c(SC(C)(C)C)c([O-])n[n+](O)c3c2)cc1,0.000234909,0.808450937,0.98655766,4.52,0.68,O=S(c1cc(C(=O)n2c3c(c(=O)[nH]2)cc(C#N)cc3)ccc1)(=O)N1CCc2ccccc21,Cc1ccc(S(=O)(=O)Nc2n[nH]c(C)c2-c2ccc3c(SC(C)(C)C)c(O)n[n+](O)c3c2)cc1
C=CCC1Sc2ccc(C)cc2N(C)C1=O,0.000234719,0.461518914,0.793283,3.08,0.65,c12c(=O)c3ccccc3c(=O)c=1n(C)c(O)c(C)s2,C=CCC1Sc2ccc(C)cc2N(C)C1=O
COc1ccc(C(C)(C)C)cc1C1=CCCCC1(C)C,0.000234461,0.51270014,0.9141807,2.47,0.69,C12C(C)(C)CCCC1(C)c1c(c(C(C)C)c(O)cc1)CC2,COc1ccc(C(C)(C)C)cc1C1=CCCCC1(C)C
CCCCCNCc1cn2c(OCc3ccc(C)cc3)c(OCC(F)(F)F)ccc2n1,0.000234446,0.85094136,0.9899266,2.68,0.74,COc1c2c(=O)n3c(c(CNCCCCCCCCC)c2ccc1OC)-c1cc(OC)c(OC)cc1CC3,CCCCCNCc1cn2c(OCc3ccc(C)cc3)c(OCC(F)(F)F)ccc2n1
CC(=O)[N-]c1cnn(C2CCCC2C#N)c1,0.000234311,0.374637812,0.46009532,4.76,0.61,c1cc(C([N-]c2c([N+]#N)c(C)nn2C)=O)c(Cl)cc1Cl,CC(=O)Nc1cnn(C2CCCC2C#N)c1
CCCC(CCC)C(=O)NCC[n+]1cccc(-c2cccs2)c1,0.000233934,0.842864811,0.91861933,2.76,0.64,O=C(C(=O)C(C)CC)NCCc1c2ccccc2n(C)c1,CCCC(CCC)C(=O)NCC[n+]1cccc(-c2cccs2)c1
C=C1C(O)CCC12COC(=O)C1(C)CCC2C=C2C3=CC(O)CC(O)C3(C)CCC21C,0.000233677,0.557928801,0.89916325,6.63,0.87,C(C(C)C)(C(O)CC(C1C2(C)CC=C3CC4(O)C(C(C)C(OC5C(O)C(O)C(O)CO5)CC4)CCC3C2(C)CC1)C)=C,C=C1C(O)CCC12COC(=O)C1(C)CCC2C=C2C3=CC(O)CC(O)C3(C)CCC21C
N#CC=C1CCC2(C=CCCC2=O)C=C(F)C1O,0.000233437,0.363979667,0.61670816,5.27,0.56,C1(C(C)=C)CC2=C(C)C(=O)CC(O)C2(C)CC1,N#CC=C1CCC2(C=CCCC2=O)C=C(F)C1O
CCCCCC[n+]1onc2cc(C=Cc3ccccc3)ccc21,0.000232733,0.271557808,0.9859741,2.79,0.68,c12[n+](C)nn(CCCCCCCCC)c1C(=O)c1c(cccc1)C2=O,CCCCCC[n+]1onc2cc(C=Cc3ccccc3)ccc21
Cc1c2c(nc3cccn13)C1=C3C=CC=C(C=CC=C12)C3,0.000232656,0.791610718,0.962663,4.42,0.64,C1=C(c2ccc(C)cc2)N2C(=NC3=C(C2c2ccccc2)CSc2ccccc23)S1,Cc1c2c(nc3cccn13)C1=C3C=CC=C(C=CC=C12)C3
COc1cc(C=C2CCCC(=Cc3ccoc3)C2=O)ccc1[O-],0.000232582,0.667293966,0.94009435,3.15,0.72,c1ccccc1C(O)=CC(c1ccc2occc2c1OC)=O,COc1cc(C=C2CCCC(=Cc3ccoc3)C2=O)ccc1O
CN(C)CCc1ccc(CNc2nc(N(C)C)c3ccn(C)c3n2)cc1,0.000232451,0.758706391,0.906999,2.48,0.76,C1CN(c2c3nc[nH]c3ncn2)CCC1C,CN(C)CCc1ccc(CNc2nc(N(C)C)c3ccn(C)c3n2)cc1
Clc1cccc(Cl)c1Cc1nc2scnn2n1,0.000232429,0.385733008,0.927633,3.02,0.84,c1(F)cc(F)cnc1-c1sc2nnc(-c3c(Cl)cccc3)n2n1,Clc1cccc(Cl)c1Cc1nc2scnn2n1
CC1(C)CC2CC2C(=O)C1=CC=N[NH2+]C([NH3+])=S,0.00023242,0.32585153,0.635301,5.75,0.48,NC(NN=C1C(C)C(c2ccc(Cl)cc2)OC(c2ccc(Cl)cc2)C1C)=S,CC1(C)CC2CC2C(=O)C1=CC=NNC(N)=S
Fc1ccc2c(c1)CC(n1ccnc1)C2,0.000232122,0.434139371,0.36441725,2.94,0.62,c1c(-n2c(C)c(CN3CCN(C4C5CC6CC(CC4C6)C5)CC3)cc2C)c(F)ccc1,Fc1ccc2c(c1)CC(n1ccnc1)C2
C=CC(C)(C)c1cc(C(=O)C[NH+]2CCCC2=O)cc(C(C)=O)c1O,0.000231881,0.657147527,0.52313805,4.41,0.68,C1=CC(=O)C2=C(O)C(N(C)C2=O)CCCNC(=O)CC=CC2C1CC1C3CC(C)C(CC)C3C=CC12,C=CC(C)(C)c1cc(C(=O)CN2CCCC2=O)cc(C(C)=O)c1O
CCCn1ccc2[nH]c3ccccc3c2c1=O,0.000231498,0.574685335,0.83631027,2.19,0.76,s1c(-c2cccnc2)ncc1-c1c2ccc(=O)n(CCC)c2[nH]n1,CCCn1ccc2[nH]c3ccccc3c2c1=O
COc1cc2c(C3OC(=O)C4CC(C)(C)C43c3ccc4c(c3)OCO4)scc2c(OC)c1OC,0.000230525,0.70740056,0.9666225,4.25,0.65,c12ccc(-c3ccccc3C=O)cc1C(=O)C1(C=C(OC)C(O)C=C1OC)O2,COc1cc2c(C3OC(=O)C4CC(C)(C)C43c3ccc4c(c3)OCO4)scc2c(OC)c1OC
C=C1CCC(C)(OC(C)=O)C2C3OCOC3C=CC12C,0.000230484,0.580625236,0.78236884,4.93,0.8,C12C(C)CC(C)CCCC3C=C(C(=O)O)C(C)CC34OC(=O)C(OC)(C(=O)C1=C)C4O2,C=C1CCC(C)(OC(C)=O)C2C3OCOC3C=CC12C
O=c1c2ccccc2oc2c(Br)c(Cl)c(Br)cc12,0.000230411,0.238586083,0.96229625,2.5,0.68,c12cccc3c1c(ccc2)C(=O)OC3(c1ccc(O)c(Br)c1)c1cc(Br)c(O)cc1,O=c1c2ccccc2oc2c(Br)c(Cl)c(Br)cc12
O=S1(=O)Cc2c(-c3csc(-c4ccsc4)n3)nn(-c3cccnc3)c2O1,0.000230046,0.920468509,0.95324844,3.34,0.7,c1ccc2c(c1)-c1c(-c3ccccc3)nnn1CS2(=O)=O,O=S1(=O)Cc2c(-c3csc(-c4ccsc4)n3)nn(-c3cccnc3)c2O1
Cc1cc(C(=O)OCC2NCC(O)C2O)c2cccnc2c1,0.000229962,0.747967124,0.36242527,3.49,0.71,O(c1cnc2c(n1)c(C(O)C(O)C1CCC(NCc3ncc4c(c3)OCCO4)CO1)c(F)cc2)C,Cc1cc(C(=O)OCC2NCC(O)C2O)c2cccnc2c1
Cc1cc(CC=C([O-])C(=O)[O-])n(C)n1,0.000229913,0.446014285,0.18927307,3.93,0.59,[O-]C(Cc1n(C)c(N)[n+](C)c1)=O,Cc1cc(CC=C(O)C(=O)O)n(C)n1
Cc1cc(C)c2c(Cl)nc(Cl)c([O-])c2n1,0.000229867,0.32551527,0.8903403,3.23,0.65,c1c(B(C=C)Oc2cccc3cccnc32)c(Cl)ccc1,Cc1cc(C)c2c(Cl)nc(Cl)c(O)c2n1
Cc1nc2ccncc2c(=O)n1C1CC1,0.000229866,0.7073313,0.34219453,2.31,0.71,c1c(C#N)ccc(C=Cc2nc3ccccc3c(=O)n2-c2cc(CNC(=O)C)ccc2)c1,Cc1nc2ccncc2c(=O)n1C1CC1
Cc1ccc2c(=O)n(C)nc(N3CCOCC3C)c2c1-c1cnc(N2CCC(Oc3cc(C#N)ccn3)CC2)c(C#N)c1,0.000229699,0.929267406,0.9420931,3.82,0.74,c12c(C=Nn3cnnc3)cc(OC)c(OCCCCCCCC)c1CN1CCc3c(cc4c(c3)OCO4)C1C2,Cc1ccc2c(=O)n(C)nc(N3CCOCC3C)c2c1-c1cnc(N2CCC(Oc3cc(C#N)ccn3)CC2)c(C#N)c1
CC(=O)[N-]c1cc(Oc2ccccc2)nc(N)n1,0.000228851,0.17676416,0.73831046,3.13,0.65,Cc1cc(C)nc2c1C(=O)NC(c1cc(C)c(O)c(C)c1)N2,CC(=O)Nc1cc(Oc2ccccc2)nc(N)n1
CC(C)OC1=C([NH+]2CCCC2)C(=O)c2cccnc2C1=O,0.000228758,0.81409502,0.37541974,3.91,0.64,c12c(cccc1)[nH]c1c(C3C4C56C(C(O)(C3O)CCC=CCCCCN(CC4)C5)NCCCCCCCC6)nccc21,CC(C)OC1=C(N2CCCC2)C(=O)c2cccnc2C1=O
COc1ccc2[nH]c(-c3cc(C)cc(C)c3)c(-c3nnc4c(Cl)ccnn34)c2n1,0.000228267,0.915792525,0.978846,2.93,0.68,c1ccc2nc(Oc3ccc(C4=NNC(c5c(Cl)cccc5)C4)cc3)ccc2c1,COc1ccc2[nH]c(-c3cc(C)cc(C)c3)c(-c3nnc4c(Cl)ccnn34)c2n1
Cc1cc(-c2n[n-]c3ncc(-c4cnc5n4CCS5(=O)=O)nc23)ccn1,0.00022816,0.918599248,0.62009794,4.09,0.84,c1ccc2c(c1)-c1c(-c3ccccc3)nnn1CS2(=O)=O,Cc1cc(-c2n[nH]c3ncc(-c4cnc5n4CCS5(=O)=O)nc23)ccn1
CC1(N)CS(=O)(=O)SC(CO)C1O,0.000228087,0.351360351,0.067894295,5.06,0.56,OC1C(OC2C(O)C(OC3OC(C(C)N)=CCC3N)C(N)CC2NCC)OCC(O)(C)C1NC,CC1(N)CS(=O)(=O)SC(CO)C1O
O=C([O-])c1ccc(Cl)c(Cl)c1,0.000227832,0.140893936,0.6891302,2.46,0.5,c1cc(Cl)cc(Cl)c1Oc1c(O)cc(Cl)cc1,O=C(O)c1ccc(Cl)c(Cl)c1
O=C(c1cccc2c(-c3cnn(Cc4c(F)ccc(F)c4F)c3)nccc12)N1CCC(F)(F)CC1,0.000227258,0.915775657,0.9895581,2.83,0.82,c1(-c2nnc(CN3Cc4c(ccs4)CC3)o2)ccc(F)cc1,O=C(c1cccc2c(-c3cnn(Cc4c(F)ccc(F)c4F)c3)nccc12)N1CCC(F)(F)CC1
C=CCOC(=O)[N-]C(CC)C(=O)OC,0.000227244,0.254593879,0.40312687,4.32,0.47,C(=C)CCCCCCCCCOC(CC(C[N+](C)(C)C)OC(=O)CC(C)C)=O,C=CCOC(=O)NC(CC)C(=O)OC
COC(=O)C1(O)C(C)C(O)C2(O)C(=O)OC(OC)C=CCC12C,0.000226632,0.746166587,0.46839598,5.09,0.7,CC1C2C(C(=O)OC1)OC(O)(C)C21CC=C(C)C(O)C1OC(=O)C,COC(=O)C1(O)C(C)C(O)C2(O)C(=O)OC(OC)C=CCC12C
Nc1cc(Cl)ncc1-c1nc(-c2nnc(NCc3ccc(Cl)cc3)s2)cs1,0.00022617,0.844145,0.9978804,2.66,0.69,Clc1cccc(-c2nnc3sc(Nc4ccc(Cl)cc4)nn23)c1,Nc1cc(Cl)ncc1-c1nc(-c2nnc(NCc3ccc(Cl)cc3)s2)cs1
CN1CCN(CCCC(=O)[N-]c2ncc(CCCCc3ncc4sccc4n3)[nH]2)CC1,0.000226092,0.843740284,0.71237665,3.51,0.73,O=C1C2(CCN(C)CC2)Cc2cc(C=CC(=O)N(C)Cc3sc4ccccc4c3C)cnc2N1,CN1CCN(CCCC(=O)Nc2ncc(CCCCc3ncc4sccc4n3)[nH]2)CC1
O=C(c1cc(C(F)(c2ccc(Cl)cc2)n2cccn2)co1)N1CCOCC1,0.00022609,0.739749908,0.8979701,3.42,0.7,c1(-c2nnc(CN3Cc4c(ccs4)CC3)o2)ccc(F)cc1,O=C(c1cc(C(F)(c2ccc(Cl)cc2)n2cccn2)co1)N1CCOCC1
CC1=C(C=CC(=O)C=Cc2cccc(Cl)c2Cl)C(=O)c2cccnc2C1=O,0.00022594,0.881262481,0.9701223,2.89,0.64,C1(=O)C(Nc2ccc(O)cc2)=C(Cl)C(=O)c2ccccc21,CC1=C(C=CC(=O)C=Cc2cccc(Cl)c2Cl)C(=O)c2cccnc2C1=O
Fc1cc(-c2ccc(Oc3ccccc3)cc2)c(Cl)cc1Cl,0.000225919,0.60196209,0.9898617,1.74,0.78,c1cc(Cl)cc(Cl)c1Oc1c(O)cc(Cl)cc1,Fc1cc(-c2ccc(Oc3ccccc3)cc2)c(Cl)cc1Cl
COc1ccc2sc(N3CCCCCC3)nc2c1,0.000225545,0.789223731,0.94323295,1.93,0.73,N1(CC#CCOC(c2c(C)c3c(ncnc3N3CCCCC3)s2)=O)CCN(c2cc(OC)ccc2)CC1,COc1ccc2sc(N3CCCCCC3)nc2c1
OCC(=CSc1nnc(-c2cc(Br)cc3c2OCCO3)o1)c1ccc(Cl)cc1,0.000225364,0.752679825,0.9895566,3.07,0.66,Clc1c(OCc2oc(-c3c(Cl)c4ccccc4s3)nn2)cccc1,OCC(=CSc1nnc(-c2cc(Br)cc3c2OCCO3)o1)c1ccc(Cl)cc1
N#CC(=CBr)C(=O)c1ccc2ccccc2[n+]1O,0.000225352,0.385105342,0.97514325,3.39,0.56,Brc1cc2c(cc1Br)C(=C(C)C)C(=O)N2O,N#CC(=CBr)C(=O)c1ccc2ccccc2[n+]1O
COc1cc([NH2+]C2CC[NH2+]C2)nc(N(C)C)n1,0.000225225,0.411362857,0.20621252,5.24,0.66,C(C(NC(=O)NCCCN(C)c1c2nc(C(C)(C)C)ccc2cc(OC)c1)C(O)=O)c1cnc[nH]1,COc1cc(NC2CCNC2)nc(N(C)C)n1
CC1(C(Cl)(Cl)C(=O)[O-])Oc2ccccc2C1=O,0.000224943,0.253495991,0.8323605,3.77,0.67,OC1C2(C(=O)C(=C)OC2=O)C(C)C=CC1=O,CC1(C(Cl)(Cl)C(=O)O)Oc2ccccc2C1=O
O=C([O-])Cc1cc(C(F)(F)F)nc2nc3ccccc3n12,0.000224444,0.323335439,0.8541024,3.03,0.61,c1(-c2ncc(C)cn2)cc(-c2cnccc2)cc2n1cc(NC(=O)N(C(F)(F)F)C)n2,O=C(O)Cc1cc(C(F)(F)F)nc2nc3ccccc3n12
O=C([O-])c1ccccc1[N-]C(=O)C1CC2CC3CC(C2)C1C3,0.000224338,0.524313211,0.8181012,5.76,0.53,C(#C)C#CC#CC=CC(Nc1ccc(C(O)=O)cc1)=O,O=C(O)c1ccccc1NC(=O)C1CC2CC3CC(C2)C1C3
CCCn1c(=O)c2c(ncn2CC)n(Cc2cc(Cl)c([O-])cc2Cl)c1=O,0.000224315,0.87493974,0.90625644,3.04,0.73,C(c1ccc(Cl)cc1)[n+]1cn(CCCN2C(=O)c3c4c(c(Br)cc3)cccc4C2=O)nc1,CCCn1c(=O)c2c(ncn2CC)n(Cc2cc(Cl)c(O)cc2Cl)c1=O
Cc1coc2ccc([NH+]3C4=CC(C#N)CC5(C(=O)OC(C)(C)C5O)C4CC3c3ccccc3)cc12,0.000223841,0.76110363,0.9513617,5.9,0.61,OC1C(O)CC(Oc2c3c(ccc2)C(=O)C2=C(C3=O)N3C(Cc4ccccc4)C(=O)OC3c3cc(C)cc(O)c32)OC1C,Cc1coc2ccc(N3C4=CC(C#N)CC5(C(=O)OC(C)(C)C5O)C4CC3c3ccccc3)cc12
CC(C)C(O)C=CC(O)CCCc1ccc([NH+]=CN(C)C)cc1,0.000223203,0.482703209,0.43151745,4.36,0.54,N(C)(c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1)C,CC(C)C(O)C=CC(O)CCCc1ccc(N=CN(C)C)cc1
Cc1cc(OC(=O)NCCc2ccccc2)cc2cc[nH]c12,0.000223176,0.704943359,0.9557397,2.15,0.62,N(C(C(=O)C(CC)C)=O)CCc1c(-c2ccccc2)[nH]c2c1cccc2,Cc1cc(OC(=O)NCCc2ccccc2)cc2cc[nH]c12
CC(=O)C12CCOC(C1)C13C(=O)C=CC(C)C1OC1(OC(C=C(C)C)CC1=O)OC23,0.000222995,0.780963778,0.79307604,7.1,0.76,C1C23C(=C)C4C(=O)C(C)(C(O)C2C(=O)O1)CC31CCC2C(C)(C=CC(=O)C2(C)C)C41,CC(=O)C12CCOC(C1)C13C(=O)C=CC(C)C1OC1(OC(C=C(C)C)CC1=O)OC23
O=S1(=O)[NH+]=C(N2CCCC2)c2cccc(Cl)c21,0.000222523,0.672121525,0.49200833,3.46,0.66,C1(=NN=C2C(=O)Nc3ccc(S(=O)(N4CCOCC4)=O)cc32)SC(C)C(=O)N1c1ccccc1,O=S1(=O)N=C(N2CCCC2)c2cccc(Cl)c21
O=c1oc2ccccc2c2cc([O-])ccc12,0.00022232,0.42799437,0.8871323,2.61,0.62,c1cc2c3c(cccc3c1)OC1(C(=CC=CC(O)=O)C(=O)C=C1)O2,O=c1oc2ccccc2c2cc(O)ccc12
Cc1cnc2c[nH]c3c2c1SCC3C,0.000222173,0.538197756,0.76037705,4.16,0.55,c1cc2c(c(C)c1)CC1Sc3nnc(C(C)C)n3N=C21,Cc1cnc2c[nH]c3c2c1SCC3C
CC=CC(=O)C(=O)C=Cc1ccc(C)cc1,0.000222101,0.237169147,0.90149444,2.44,0.5,c1cc(C=CC=O)ccc1,CC=CC(=O)C(=O)C=Cc1ccc(C)cc1
COc1ccc([O-])cc1C(=O)CCc1ccc(F)cc1,0.000222027,0.483889103,0.96256626,2.37,0.68,c1cc(C(=O)C)cc(F)c1Oc1ccc(CC)cc1O,COc1ccc(O)cc1C(=O)CCc1ccc(F)cc1
N#Cc1cnccc1Nc1cccc(Oc2ccc(F)cc2)c1,0.000221797,0.850599647,0.9661308,2.1,0.7,c12cc(OC)c(OCc3ccc(C(F)(F)F)cc3)cc1c(Nc1ccc(F)c(Cl)c1)ccn2,N#Cc1cnccc1Nc1cccc(Oc2ccc(F)cc2)c1
C=CC(=O)N(C)C(=O)c1ccc2c(c1)OCO2,0.000221578,0.615609884,0.6440499,2.46,0.66,c12c3c(ccc1cc1c(c2)OCO1)-c1ccc(OC)c(OC)c1C(O)N3C,C=CC(=O)N(C)C(=O)c1ccc2c(c1)OCO2
CC1(C)C2CN(c3cnc(N)nn3)CC21,0.000221211,0.652313232,0.25720105,3.96,0.67,C1CN(c2c3nc[nH]c3ncn2)CCC1C,CC1(C)C2CN(c3cnc(N)nn3)CC21
Cc1cc(-c2c(C(=O)[N-]CC#N)[n-]c(N)nc2=O)[n-]n1,0.000221068,0.334693223,0.36455315,5.58,0.62,c1c(C#N)ccc(C=Cc2nc3ccccc3c(=O)n2-c2cc(CNC(=O)C)ccc2)c1,Cc1cc(-c2c(C(=O)NCC#N)[nH]c(N)nc2=O)[nH]n1
COC1OCCC2CCCCC2=C2Oc3cc(C(C)C)ccc3C21,0.000220998,0.722284138,0.93304217,3.89,0.69,COc1c2c(ccc1C(C)C)C13COC(OCOCC)(CCC1)C3CC2,COC1OCCC2CCCCC2=C2Oc3cc(C(C)C)ccc3C21
COCCOc1ccc(C=Cc2cccc(C)c2)cc1,0.000220722,0.408483624,0.9826035,1.79,0.61,C(CC(c1ccc(OCCOCC[N+](Cc2ccccc2)(C)C)cc1)(C)C)(C)(C)C,COCCOc1ccc(C=Cc2cccc(C)c2)cc1
CCc1ccccc1NN=Nc1nc(Cl)c2c(Cl)cc(C(=O)c3ccc(C)cc3)cc2n1,0.000220548,0.702938199,0.9939179,2.83,0.7,c1(Cl)ccc(C=Nc2nc(-c3c(=O)c4c(n(CC)c3)nc(C)cc4)[nH]n2)cc1,CCc1ccccc1NN=Nc1nc(Cl)c2c(Cl)cc(C(=O)c3ccc(C)cc3)cc2n1
C=C(C)C1OC(=O)CC12OC1C2(C)CCC(=O)C2(C)C(O)CC3CCC([N-]S(C)(=O)=O)C(C)(C)C4OC12C34C,0.000219372,0.730772436,0.82833076,6.97,0.59,C1C(SC2=C(C(O)=O)C3C(=O)C(C(C)O)C3C2C)CNC1CN1S(=O)(=O)NC(C)C1,C=C(C)C1OC(=O)CC12OC1C2(C)CCC(=O)C2(C)C(O)CC3CCC(NS(C)(=O)=O)C(C)(C)C4OC12C34C
CC[n+]1c(C)ccc2ccccc21,0.000219304,0.232487306,0.73311555,2.39,0.73,c1cc2[n+](C)c3c(c(-c4ccc(CCCC)cc4)c2cc1)cccc3,CC[n+]1c(C)ccc2ccccc21
NC(=O)c1ccc([O-])c(C2CC2)c1,0.000218969,0.52920568,0.24950354,2.79,0.45,Cc1cc(C)nc2c1C(=O)NC(c1cc(C)c(O)c(C)c1)N2,NC(=O)c1ccc(O)c(C2CC2)c1
CC(O)c1ccc(C#N)cc1,0.000218473,0.259402364,0.32008272,2.28,0.43,N#CC(=C)C(c1ccc(Cl)cc1Cl)O,CC(O)c1ccc(C#N)cc1
COC1=CS(=O)(=O)C(C)=CC(=O)C2=C1C(OC)=C2C,0.000218401,0.596694887,0.5400779,3.74,0.55,C(=O)(C1=C(COC(=O)C)CS(=O)(=O)C2C(=CC(=O)OC(C)(C)C)C(=O)N21)O,COC1=CS(=O)(=O)C(C)=CC(=O)C2=C1C(OC)=C2C
CC(C)=CC(=O)[N-]CC=CCCC1=CC(=O)c2ccccc2C1=O,0.000218399,0.556263328,0.9218034,3.54,0.55,C1(C)(CC2=CC(=O)C=CC2=O)C(C)CCC2(C)C(C)=CCCC12,CC(C)=CC(=O)NCC=CCCC1=CC(=O)c2ccccc2C1=O
CSC(C)(C)c1cnc2cc(Cl)ccc2c1N1CCCN(c2noc3ccccc23)CC1,0.000218252,0.759851217,0.9869669,2.87,0.73,c1c2c(ccc1)CN(C1CC(c3ccccc3)=NN1c1nc(-c3c(F)cc(F)cc3)oc1C)CC2,CSC(C)(C)c1cnc2cc(Cl)ccc2c1N1CCCN(c2noc3ccccc23)CC1
COc1ccc2[nH]cc(CC3CCCCN3)c2c1,0.000218225,0.336896211,0.4912713,2.67,0.67,c1ccc(C=CCNC2Cc3cn(-c4c5nc(OC)ccc5ncc4)nc3CC2)cc1,COc1ccc2[nH]cc(CC3CCCCN3)c2c1
CC(C)=Cc1ccn2c1C(=O)C(c1ccc(N3CCCC3)c(Cl)c1)=CC2=O,0.000217739,0.864767969,0.97316414,3.03,0.7,N1(c2c(Cl)cc(C)cc2Cl)C(=O)c2c(nccn2)C1=O,CC(C)=Cc1ccn2c1C(=O)C(c1ccc(N3CCCC3)c(Cl)c1)=CC2=O
CC1CCCOCC(=O)N1C(=S)[NH+](C)C,0.000217602,0.315946817,0.11673955,4.28,0.58,C1(=O)N(C(=O)CC(C)CC(C)(C)C)C(CCSC)C(=O)C1=C(NC(C)CCCN(CC)CC)CCCCC,CC1CCCOCC(=O)N1C(=S)N(C)C
CCC#CCCNC1=C(Cl)C(=O)C(OC)=C(C)C1=O,0.000217496,0.362435549,0.80846906,3.24,0.54,C1=CC(=O)C2=C(O)C(N(C)C2=O)CCCNC(=O)CC=CC2C1CC1C3CC(C)C(CC)C3C=CC12,CCC#CCCNC1=C(Cl)C(=O)C(OC)=C(C)C1=O
